date,center_id,center_name,total_doses_administered,appointments_scheduled,doses_via_appointment,doses_via_walkin,no_shows,no_show_rate
2021-12-10,MLD-01,Malard Central Health Center,268,181,155,113,26,0.1436
2021-12-10,MLD-02,Sabashahr Health Center,246,165,142,104,23,0.1394
2021-12-10,MLD-03,Vahedieh Health Center,204,123,112,92,11,0.0894
2021-12-10,MLD-04,Sadeghieh-e Malard Vaccination Center,230,166,140,90,26,0.1566
2021-12-10,MLD-05,Chelab Rural Vaccination Center,144,90,81,63,9,0.1
2021-12-11,MLD-01,Malard Central Health Center,864,621,534,330,87,0.1401
2021-12-11,MLD-02,Sabashahr Health Center,754,456,406,348,50,0.1096
2021-12-11,MLD-03,Vahedieh Health Center,560,369,321,239,48,0.1301
2021-12-11,MLD-04,Sadeghieh-e Malard Vaccination Center,539,348,320,219,28,0.0805
2021-12-11,MLD-05,Chelab Rural Vaccination Center,424,311,271,153,40,0.1286
2021-12-12,MLD-01,Malard Central Health Center,824,577,520,304,57,0.0988
2021-12-12,MLD-02,Sabashahr Health Center,709,395,354,355,41,0.1038
2021-12-12,MLD-03,Vahedieh Health Center,573,365,328,245,37,0.1014
2021-12-12,MLD-04,Sadeghieh-e Malard Vaccination Center,615,421,361,254,60,0.1425
2021-12-12,MLD-05,Chelab Rural Vaccination Center,429,283,249,180,34,0.1201
2021-12-13,MLD-01,Malard Central Health Center,781,486,428,353,58,0.1193
2021-12-13,MLD-02,Sabashahr Health Center,757,443,404,353,39,0.088
2021-12-13,MLD-03,Vahedieh Health Center,655,458,395,260,63,0.1376
2021-12-13,MLD-04,Sadeghieh-e Malard Vaccination Center,543,304,259,284,45,0.148
2021-12-13,MLD-05,Chelab Rural Vaccination Center,400,233,205,195,28,0.1202
2021-12-14,MLD-01,Malard Central Health Center,778,612,522,256,90,0.1471
2021-12-14,MLD-02,Sabashahr Health Center,687,374,337,350,37,0.0989
2021-12-14,MLD-03,Vahedieh Health Center,627,384,342,285,42,0.1094
2021-12-14,MLD-04,Sadeghieh-e Malard Vaccination Center,602,341,314,288,27,0.0792
2021-12-14,MLD-05,Chelab Rural Vaccination Center,457,297,271,186,26,0.0875
2021-12-15,MLD-01,Malard Central Health Center,770,514,475,295,39,0.0759
2021-12-15,MLD-02,Sabashahr Health Center,721,483,429,292,54,0.1118
2021-12-15,MLD-03,Vahedieh Health Center,655,457,427,228,30,0.0656
2021-12-15,MLD-04,Sadeghieh-e Malard Vaccination Center,542,421,384,158,37,0.0879
2021-12-15,MLD-05,Chelab Rural Vaccination Center,468,252,226,242,26,0.1032
2021-12-16,MLD-01,Malard Central Health Center,638,422,346,292,76,0.1801
2021-12-16,MLD-02,Sabashahr Health Center,658,381,332,326,49,0.1286
2021-12-16,MLD-03,Vahedieh Health Center,519,339,291,228,48,0.1416
2021-12-16,MLD-04,Sadeghieh-e Malard Vaccination Center,514,339,284,230,55,0.1622
2021-12-16,MLD-05,Chelab Rural Vaccination Center,339,215,175,164,40,0.186
2021-12-17,MLD-01,Malard Central Health Center,278,192,168,110,24,0.125
2021-12-17,MLD-02,Sabashahr Health Center,254,168,151,103,17,0.1012
2021-12-17,MLD-03,Vahedieh Health Center,227,171,148,79,23,0.1345
2021-12-17,MLD-04,Sadeghieh-e Malard Vaccination Center,168,106,100,68,6,0.0566
2021-12-17,MLD-05,Chelab Rural Vaccination Center,145,96,84,61,12,0.125
2021-12-18,MLD-01,Malard Central Health Center,705,490,421,284,69,0.1408
2021-12-18,MLD-02,Sabashahr Health Center,656,441,402,254,39,0.0884
2021-12-18,MLD-03,Vahedieh Health Center,623,474,406,217,68,0.1435
2021-12-18,MLD-04,Sadeghieh-e Malard Vaccination Center,553,391,368,185,23,0.0588
2021-12-18,MLD-05,Chelab Rural Vaccination Center,474,303,269,205,34,0.1122
2021-12-19,MLD-01,Malard Central Health Center,666,515,443,223,72,0.1398
2021-12-19,MLD-02,Sabashahr Health Center,671,421,379,292,42,0.0998
2021-12-19,MLD-03,Vahedieh Health Center,606,347,325,281,22,0.0634
2021-12-19,MLD-04,Sadeghieh-e Malard Vaccination Center,609,393,344,265,49,0.1247
2021-12-19,MLD-05,Chelab Rural Vaccination Center,413,252,226,187,26,0.1032
2021-12-20,MLD-01,Malard Central Health Center,833,531,470,363,61,0.1149
2021-12-20,MLD-02,Sabashahr Health Center,603,441,403,200,38,0.0862
2021-12-20,MLD-03,Vahedieh Health Center,566,396,347,219,49,0.1237
2021-12-20,MLD-04,Sadeghieh-e Malard Vaccination Center,536,344,298,238,46,0.1337
2021-12-20,MLD-05,Chelab Rural Vaccination Center,395,250,218,177,32,0.128
2021-12-21,MLD-01,Malard Central Health Center,746,486,439,307,47,0.0967
2021-12-21,MLD-02,Sabashahr Health Center,756,516,450,306,66,0.1279
2021-12-21,MLD-03,Vahedieh Health Center,571,346,307,264,39,0.1127
2021-12-21,MLD-04,Sadeghieh-e Malard Vaccination Center,459,303,273,186,30,0.099
2021-12-21,MLD-05,Chelab Rural Vaccination Center,409,307,270,139,37,0.1205
2021-12-22,MLD-01,Malard Central Health Center,749,493,441,308,52,0.1055
2021-12-22,MLD-02,Sabashahr Health Center,635,425,371,264,54,0.1271
2021-12-22,MLD-03,Vahedieh Health Center,622,358,322,300,36,0.1006
2021-12-22,MLD-04,Sadeghieh-e Malard Vaccination Center,517,364,329,188,35,0.0962
2021-12-22,MLD-05,Chelab Rural Vaccination Center,388,245,213,175,32,0.1306
2021-12-23,MLD-01,Malard Central Health Center,606,372,300,306,72,0.1935
2021-12-23,MLD-02,Sabashahr Health Center,518,360,318,200,42,0.1167
2021-12-23,MLD-03,Vahedieh Health Center,535,332,268,267,64,0.1928
2021-12-23,MLD-04,Sadeghieh-e Malard Vaccination Center,463,280,240,223,40,0.1429
2021-12-23,MLD-05,Chelab Rural Vaccination Center,324,285,231,93,54,0.1895
2021-12-24,MLD-01,Malard Central Health Center,255,167,147,108,20,0.1198
2021-12-24,MLD-02,Sabashahr Health Center,219,155,133,86,22,0.1419
2021-12-24,MLD-03,Vahedieh Health Center,189,124,118,71,6,0.0484
2021-12-24,MLD-04,Sadeghieh-e Malard Vaccination Center,191,116,108,83,8,0.069
2021-12-24,MLD-05,Chelab Rural Vaccination Center,144,103,90,54,13,0.1262
2021-12-25,MLD-01,Malard Central Health Center,751,535,482,269,53,0.0991
2021-12-25,MLD-02,Sabashahr Health Center,507,359,311,196,48,0.1337
2021-12-25,MLD-03,Vahedieh Health Center,621,464,408,213,56,0.1207
2021-12-25,MLD-04,Sadeghieh-e Malard Vaccination Center,525,434,384,141,50,0.1152
2021-12-25,MLD-05,Chelab Rural Vaccination Center,399,245,224,175,21,0.0857
2021-12-26,MLD-01,Malard Central Health Center,735,543,480,255,63,0.116
2021-12-26,MLD-02,Sabashahr Health Center,700,455,421,279,34,0.0747
2021-12-26,MLD-03,Vahedieh Health Center,501,276,254,247,22,0.0797
2021-12-26,MLD-04,Sadeghieh-e Malard Vaccination Center,493,297,269,224,28,0.0943
2021-12-26,MLD-05,Chelab Rural Vaccination Center,319,213,193,126,20,0.0939
2021-12-27,MLD-01,Malard Central Health Center,690,440,389,301,51,0.1159
2021-12-27,MLD-02,Sabashahr Health Center,665,419,379,286,40,0.0955
2021-12-27,MLD-03,Vahedieh Health Center,521,362,311,210,51,0.1409
2021-12-27,MLD-04,Sadeghieh-e Malard Vaccination Center,523,332,299,224,33,0.0994
2021-12-27,MLD-05,Chelab Rural Vaccination Center,345,225,212,133,13,0.0578
2021-12-28,MLD-01,Malard Central Health Center,702,455,394,308,61,0.1341
2021-12-28,MLD-02,Sabashahr Health Center,579,360,323,256,37,0.1028
2021-12-28,MLD-03,Vahedieh Health Center,516,347,308,208,39,0.1124
2021-12-28,MLD-04,Sadeghieh-e Malard Vaccination Center,523,375,322,201,53,0.1413
2021-12-28,MLD-05,Chelab Rural Vaccination Center,356,242,219,137,23,0.095
2021-12-29,MLD-01,Malard Central Health Center,703,454,419,284,35,0.0771
2021-12-29,MLD-02,Sabashahr Health Center,631,413,365,266,48,0.1162
2021-12-29,MLD-03,Vahedieh Health Center,483,309,276,207,33,0.1068
2021-12-29,MLD-04,Sadeghieh-e Malard Vaccination Center,434,295,268,166,27,0.0915
2021-12-29,MLD-05,Chelab Rural Vaccination Center,369,269,241,128,28,0.1041
2021-12-30,MLD-01,Malard Central Health Center,558,383,311,247,72,0.188
2021-12-30,MLD-02,Sabashahr Health Center,552,359,302,250,57,0.1588
2021-12-30,MLD-03,Vahedieh Health Center,418,304,256,162,48,0.1579
2021-12-30,MLD-04,Sadeghieh-e Malard Vaccination Center,400,329,281,119,48,0.1459
2021-12-30,MLD-05,Chelab Rural Vaccination Center,275,220,177,98,43,0.1955
2021-12-31,MLD-01,Malard Central Health Center,223,144,130,93,14,0.0972
2021-12-31,MLD-02,Sabashahr Health Center,199,134,112,87,22,0.1642
2021-12-31,MLD-03,Vahedieh Health Center,203,122,113,90,9,0.0738
2021-12-31,MLD-04,Sadeghieh-e Malard Vaccination Center,157,118,102,55,16,0.1356
2021-12-31,MLD-05,Chelab Rural Vaccination Center,125,74,66,59,8,0.1081
2022-01-01,MLD-01,Malard Central Health Center,703,434,389,314,45,0.1037
2022-01-01,MLD-02,Sabashahr Health Center,616,442,371,245,71,0.1606
2022-01-01,MLD-03,Vahedieh Health Center,464,348,301,163,47,0.1351
2022-01-01,MLD-04,Sadeghieh-e Malard Vaccination Center,460,330,289,171,41,0.1242
2022-01-01,MLD-05,Chelab Rural Vaccination Center,307,227,199,108,28,0.1233
2022-01-02,MLD-01,Malard Central Health Center,643,456,423,220,33,0.0724
2022-01-02,MLD-02,Sabashahr Health Center,568,413,376,192,37,0.0896
2022-01-02,MLD-03,Vahedieh Health Center,503,359,322,181,37,0.1031
2022-01-02,MLD-04,Sadeghieh-e Malard Vaccination Center,459,379,320,139,59,0.1557
2022-01-02,MLD-05,Chelab Rural Vaccination Center,332,171,153,179,18,0.1053
2022-01-03,MLD-01,Malard Central Health Center,638,430,398,240,32,0.0744
2022-01-03,MLD-02,Sabashahr Health Center,612,403,384,228,19,0.0471
2022-01-03,MLD-03,Vahedieh Health Center,437,269,242,195,27,0.1004
2022-01-03,MLD-04,Sadeghieh-e Malard Vaccination Center,474,296,261,213,35,0.1182
2022-01-03,MLD-05,Chelab Rural Vaccination Center,311,210,189,122,21,0.1
2022-01-04,MLD-01,Malard Central Health Center,538,388,349,189,39,0.1005
2022-01-04,MLD-02,Sabashahr Health Center,580,334,312,268,22,0.0659
2022-01-04,MLD-03,Vahedieh Health Center,523,307,272,251,35,0.114
2022-01-04,MLD-04,Sadeghieh-e Malard Vaccination Center,457,304,268,189,36,0.1184
2022-01-04,MLD-05,Chelab Rural Vaccination Center,356,262,233,123,29,0.1107
2022-01-05,MLD-01,Malard Central Health Center,720,574,507,213,67,0.1167
2022-01-05,MLD-02,Sabashahr Health Center,509,368,328,181,40,0.1087
2022-01-05,MLD-03,Vahedieh Health Center,432,266,238,194,28,0.1053
2022-01-05,MLD-04,Sadeghieh-e Malard Vaccination Center,413,286,260,153,26,0.0909
2022-01-05,MLD-05,Chelab Rural Vaccination Center,343,259,228,115,31,0.1197
2022-01-06,MLD-01,Malard Central Health Center,526,343,292,234,51,0.1487
2022-01-06,MLD-02,Sabashahr Health Center,454,354,290,164,64,0.1808
2022-01-06,MLD-03,Vahedieh Health Center,366,230,199,167,31,0.1348
2022-01-06,MLD-04,Sadeghieh-e Malard Vaccination Center,394,316,265,129,51,0.1614
2022-01-06,MLD-05,Chelab Rural Vaccination Center,311,222,187,124,35,0.1577
2022-01-07,MLD-01,Malard Central Health Center,213,144,125,88,19,0.1319
2022-01-07,MLD-02,Sabashahr Health Center,193,142,128,65,14,0.0986
2022-01-07,MLD-03,Vahedieh Health Center,158,96,90,68,6,0.0625
2022-01-07,MLD-04,Sadeghieh-e Malard Vaccination Center,166,119,104,62,15,0.1261
2022-01-07,MLD-05,Chelab Rural Vaccination Center,114,83,73,41,10,0.1205
2022-01-08,MLD-01,Malard Central Health Center,603,490,409,194,81,0.1653
2022-01-08,MLD-02,Sabashahr Health Center,589,402,360,229,42,0.1045
2022-01-08,MLD-03,Vahedieh Health Center,520,311,275,245,36,0.1158
2022-01-08,MLD-04,Sadeghieh-e Malard Vaccination Center,406,256,232,174,24,0.0938
2022-01-08,MLD-05,Chelab Rural Vaccination Center,317,225,194,123,31,0.1378
2022-01-09,MLD-01,Malard Central Health Center,625,448,408,217,40,0.0893
2022-01-09,MLD-02,Sabashahr Health Center,643,478,412,231,66,0.1381
2022-01-09,MLD-03,Vahedieh Health Center,441,309,281,160,28,0.0906
2022-01-09,MLD-04,Sadeghieh-e Malard Vaccination Center,453,264,229,224,35,0.1326
2022-01-09,MLD-05,Chelab Rural Vaccination Center,353,249,215,138,34,0.1365
2022-01-10,MLD-01,Malard Central Health Center,707,484,428,279,56,0.1157
2022-01-10,MLD-02,Sabashahr Health Center,583,458,412,171,46,0.1004
2022-01-10,MLD-03,Vahedieh Health Center,459,327,284,175,43,0.1315
2022-01-10,MLD-04,Sadeghieh-e Malard Vaccination Center,481,312,277,204,35,0.1122
2022-01-10,MLD-05,Chelab Rural Vaccination Center,315,213,197,118,16,0.0751
2022-01-11,MLD-01,Malard Central Health Center,624,383,344,280,39,0.1018
2022-01-11,MLD-02,Sabashahr Health Center,620,356,321,299,35,0.0983
2022-01-11,MLD-03,Vahedieh Health Center,467,335,291,176,44,0.1313
2022-01-11,MLD-04,Sadeghieh-e Malard Vaccination Center,549,333,310,239,23,0.0691
2022-01-11,MLD-05,Chelab Rural Vaccination Center,340,233,201,139,32,0.1373
2022-01-12,MLD-01,Malard Central Health Center,721,505,456,265,49,0.097
2022-01-12,MLD-02,Sabashahr Health Center,649,504,448,201,56,0.1111
2022-01-12,MLD-03,Vahedieh Health Center,455,306,274,181,32,0.1046
2022-01-12,MLD-04,Sadeghieh-e Malard Vaccination Center,525,343,312,213,31,0.0904
2022-01-12,MLD-05,Chelab Rural Vaccination Center,284,208,182,102,26,0.125
2022-01-13,MLD-01,Malard Central Health Center,614,539,416,198,123,0.2282
2022-01-13,MLD-02,Sabashahr Health Center,540,380,324,216,56,0.1474
2022-01-13,MLD-03,Vahedieh Health Center,379,264,216,163,48,0.1818
2022-01-13,MLD-04,Sadeghieh-e Malard Vaccination Center,405,271,233,172,38,0.1402
2022-01-13,MLD-05,Chelab Rural Vaccination Center,330,246,208,122,38,0.1545
2022-01-14,MLD-01,Malard Central Health Center,222,145,127,95,18,0.1241
2022-01-14,MLD-02,Sabashahr Health Center,204,155,136,68,19,0.1226
2022-01-14,MLD-03,Vahedieh Health Center,188,126,109,79,17,0.1349
2022-01-14,MLD-04,Sadeghieh-e Malard Vaccination Center,188,141,128,60,13,0.0922
2022-01-14,MLD-05,Chelab Rural Vaccination Center,124,83,76,48,7,0.0843
2022-01-15,MLD-01,Malard Central Health Center,697,523,428,269,95,0.1816
2022-01-15,MLD-02,Sabashahr Health Center,723,560,499,224,61,0.1089
2022-01-15,MLD-03,Vahedieh Health Center,498,321,311,187,10,0.0312
2022-01-15,MLD-04,Sadeghieh-e Malard Vaccination Center,427,332,281,146,51,0.1536
2022-01-15,MLD-05,Chelab Rural Vaccination Center,305,219,197,108,22,0.1005
2022-01-16,MLD-01,Malard Central Health Center,673,483,430,243,53,0.1097
2022-01-16,MLD-02,Sabashahr Health Center,585,398,349,236,49,0.1231
2022-01-16,MLD-03,Vahedieh Health Center,585,473,434,151,39,0.0825
2022-01-16,MLD-04,Sadeghieh-e Malard Vaccination Center,464,327,286,178,41,0.1254
2022-01-16,MLD-05,Chelab Rural Vaccination Center,369,237,214,155,23,0.097
2022-01-17,MLD-01,Malard Central Health Center,707,459,384,323,75,0.1634
2022-01-17,MLD-02,Sabashahr Health Center,512,387,325,187,62,0.1602
2022-01-17,MLD-03,Vahedieh Health Center,581,367,343,238,24,0.0654
2022-01-17,MLD-04,Sadeghieh-e Malard Vaccination Center,514,398,379,135,19,0.0477
2022-01-17,MLD-05,Chelab Rural Vaccination Center,425,273,239,186,34,0.1245
2022-01-18,MLD-01,Malard Central Health Center,721,510,459,262,51,0.1
2022-01-18,MLD-02,Sabashahr Health Center,581,405,351,230,54,0.1333
2022-01-18,MLD-03,Vahedieh Health Center,559,393,333,226,60,0.1527
2022-01-18,MLD-04,Sadeghieh-e Malard Vaccination Center,528,380,341,187,39,0.1026
2022-01-18,MLD-05,Chelab Rural Vaccination Center,388,262,228,160,34,0.1298
2022-01-19,MLD-01,Malard Central Health Center,763,549,510,253,39,0.071
2022-01-19,MLD-02,Sabashahr Health Center,603,426,363,240,63,0.1479
2022-01-19,MLD-03,Vahedieh Health Center,528,364,329,199,35,0.0962
2022-01-19,MLD-04,Sadeghieh-e Malard Vaccination Center,543,408,348,195,60,0.1471
2022-01-19,MLD-05,Chelab Rural Vaccination Center,364,264,223,141,41,0.1553
2022-01-20,MLD-01,Malard Central Health Center,646,470,401,245,69,0.1468
2022-01-20,MLD-02,Sabashahr Health Center,573,428,343,230,85,0.1986
2022-01-20,MLD-03,Vahedieh Health Center,443,307,266,177,41,0.1336
2022-01-20,MLD-04,Sadeghieh-e Malard Vaccination Center,442,348,293,149,55,0.158
2022-01-20,MLD-05,Chelab Rural Vaccination Center,317,220,203,114,17,0.0773
2022-01-21,MLD-01,Malard Central Health Center,269,199,178,91,21,0.1055
2022-01-21,MLD-02,Sabashahr Health Center,250,183,173,77,10,0.0546
2022-01-21,MLD-03,Vahedieh Health Center,174,113,103,71,10,0.0885
2022-01-21,MLD-04,Sadeghieh-e Malard Vaccination Center,177,131,109,68,22,0.1679
2022-01-21,MLD-05,Chelab Rural Vaccination Center,147,96,88,59,8,0.0833
2022-01-22,MLD-01,Malard Central Health Center,693,536,465,228,71,0.1325
2022-01-22,MLD-02,Sabashahr Health Center,631,539,477,154,62,0.115
2022-01-22,MLD-03,Vahedieh Health Center,606,363,327,279,36,0.0992
2022-01-22,MLD-04,Sadeghieh-e Malard Vaccination Center,554,389,345,209,44,0.1131
2022-01-22,MLD-05,Chelab Rural Vaccination Center,451,290,260,191,30,0.1034
2022-01-23,MLD-01,Malard Central Health Center,698,554,489,209,65,0.1173
2022-01-23,MLD-02,Sabashahr Health Center,723,523,474,249,49,0.0937
2022-01-23,MLD-03,Vahedieh Health Center,580,401,370,210,31,0.0773
2022-01-23,MLD-04,Sadeghieh-e Malard Vaccination Center,534,386,342,192,44,0.114
2022-01-23,MLD-05,Chelab Rural Vaccination Center,433,326,286,147,40,0.1227
2022-01-24,MLD-01,Malard Central Health Center,781,519,476,305,43,0.0829
2022-01-24,MLD-02,Sabashahr Health Center,599,400,382,217,18,0.045
2022-01-24,MLD-03,Vahedieh Health Center,532,360,322,210,38,0.1056
2022-01-24,MLD-04,Sadeghieh-e Malard Vaccination Center,609,496,435,174,61,0.123
2022-01-24,MLD-05,Chelab Rural Vaccination Center,477,363,324,153,39,0.1074
2022-01-25,MLD-01,Malard Central Health Center,757,470,400,357,70,0.1489
2022-01-25,MLD-02,Sabashahr Health Center,672,445,409,263,36,0.0809
2022-01-25,MLD-03,Vahedieh Health Center,605,415,355,250,60,0.1446
2022-01-25,MLD-04,Sadeghieh-e Malard Vaccination Center,532,356,327,205,29,0.0815
2022-01-25,MLD-05,Chelab Rural Vaccination Center,458,334,299,159,35,0.1048
2022-01-26,MLD-01,Malard Central Health Center,794,518,455,339,63,0.1216
2022-01-26,MLD-02,Sabashahr Health Center,658,451,382,276,69,0.153
2022-01-26,MLD-03,Vahedieh Health Center,641,477,411,230,66,0.1384
2022-01-26,MLD-04,Sadeghieh-e Malard Vaccination Center,536,368,333,203,35,0.0951
2022-01-26,MLD-05,Chelab Rural Vaccination Center,398,278,254,144,24,0.0863
2022-01-27,MLD-01,Malard Central Health Center,643,443,385,258,58,0.1309
2022-01-27,MLD-02,Sabashahr Health Center,592,401,335,257,66,0.1646
2022-01-27,MLD-03,Vahedieh Health Center,465,372,309,156,63,0.1694
2022-01-27,MLD-04,Sadeghieh-e Malard Vaccination Center,530,451,361,169,90,0.1996
2022-01-27,MLD-05,Chelab Rural Vaccination Center,347,271,214,133,57,0.2103
2022-01-28,MLD-01,Malard Central Health Center,279,207,184,95,23,0.1111
2022-01-28,MLD-02,Sabashahr Health Center,261,193,176,85,17,0.0881
2022-01-28,MLD-03,Vahedieh Health Center,202,138,125,77,13,0.0942
2022-01-28,MLD-04,Sadeghieh-e Malard Vaccination Center,192,117,104,88,13,0.1111
2022-01-28,MLD-05,Chelab Rural Vaccination Center,145,102,93,52,9,0.0882
2022-01-29,MLD-01,Malard Central Health Center,869,662,595,274,67,0.1012
2022-01-29,MLD-02,Sabashahr Health Center,687,539,488,199,51,0.0946
2022-01-29,MLD-03,Vahedieh Health Center,591,394,359,232,35,0.0888
2022-01-29,MLD-04,Sadeghieh-e Malard Vaccination Center,585,416,361,224,55,0.1322
2022-01-29,MLD-05,Chelab Rural Vaccination Center,417,286,273,144,13,0.0455
2022-01-30,MLD-01,Malard Central Health Center,840,695,597,243,98,0.141
2022-01-30,MLD-02,Sabashahr Health Center,715,509,468,247,41,0.0806
2022-01-30,MLD-03,Vahedieh Health Center,607,414,369,238,45,0.1087
2022-01-30,MLD-04,Sadeghieh-e Malard Vaccination Center,610,429,387,223,42,0.0979
2022-01-30,MLD-05,Chelab Rural Vaccination Center,395,301,265,130,36,0.1196
2022-01-31,MLD-01,Malard Central Health Center,813,575,477,336,98,0.1704
2022-01-31,MLD-02,Sabashahr Health Center,640,400,357,283,43,0.1075
2022-01-31,MLD-03,Vahedieh Health Center,641,482,424,217,58,0.1203
2022-01-31,MLD-04,Sadeghieh-e Malard Vaccination Center,609,417,384,225,33,0.0791
2022-01-31,MLD-05,Chelab Rural Vaccination Center,484,352,332,152,20,0.0568
2022-02-01,MLD-01,Malard Central Health Center,276,207,188,88,19,0.0918
2022-02-01,MLD-02,Sabashahr Health Center,205,159,143,62,16,0.1006
2022-02-01,MLD-03,Vahedieh Health Center,172,143,127,45,16,0.1119
2022-02-01,MLD-04,Sadeghieh-e Malard Vaccination Center,195,135,119,76,16,0.1185
2022-02-01,MLD-05,Chelab Rural Vaccination Center,121,89,77,44,12,0.1348
2022-02-02,MLD-01,Malard Central Health Center,856,660,590,266,70,0.1061
2022-02-02,MLD-02,Sabashahr Health Center,626,482,417,209,65,0.1349
2022-02-02,MLD-03,Vahedieh Health Center,663,486,418,245,68,0.1399
2022-02-02,MLD-04,Sadeghieh-e Malard Vaccination Center,555,436,393,162,43,0.0986
2022-02-02,MLD-05,Chelab Rural Vaccination Center,419,273,248,171,25,0.0916
2022-02-03,MLD-01,Malard Central Health Center,651,527,451,200,76,0.1442
2022-02-03,MLD-02,Sabashahr Health Center,617,501,417,200,84,0.1677
2022-02-03,MLD-03,Vahedieh Health Center,562,429,359,203,70,0.1632
2022-02-03,MLD-04,Sadeghieh-e Malard Vaccination Center,536,389,329,207,60,0.1542
2022-02-03,MLD-05,Chelab Rural Vaccination Center,323,223,193,130,30,0.1345
2022-02-04,MLD-01,Malard Central Health Center,267,205,184,83,21,0.1024
2022-02-04,MLD-02,Sabashahr Health Center,248,182,156,92,26,0.1429
2022-02-04,MLD-03,Vahedieh Health Center,218,141,125,93,16,0.1135
2022-02-04,MLD-04,Sadeghieh-e Malard Vaccination Center,194,145,122,72,23,0.1586
2022-02-04,MLD-05,Chelab Rural Vaccination Center,167,126,112,55,14,0.1111
2022-02-05,MLD-01,Malard Central Health Center,811,595,525,286,70,0.1176
2022-02-05,MLD-02,Sabashahr Health Center,655,483,424,231,59,0.1222
2022-02-05,MLD-03,Vahedieh Health Center,676,446,398,278,48,0.1076
2022-02-05,MLD-04,Sadeghieh-e Malard Vaccination Center,560,294,274,286,20,0.068
2022-02-05,MLD-05,Chelab Rural Vaccination Center,422,289,265,157,24,0.083
2022-02-06,MLD-01,Malard Central Health Center,860,622,562,298,60,0.0965
2022-02-06,MLD-02,Sabashahr Health Center,732,529,494,238,35,0.0662
2022-02-06,MLD-03,Vahedieh Health Center,582,354,333,249,21,0.0593
2022-02-06,MLD-04,Sadeghieh-e Malard Vaccination Center,578,380,363,215,17,0.0447
2022-02-06,MLD-05,Chelab Rural Vaccination Center,402,286,251,151,35,0.1224
2022-02-07,MLD-01,Malard Central Health Center,808,600,528,280,72,0.12
2022-02-07,MLD-02,Sabashahr Health Center,769,602,515,254,87,0.1445
2022-02-07,MLD-03,Vahedieh Health Center,650,418,379,271,39,0.0933
2022-02-07,MLD-04,Sadeghieh-e Malard Vaccination Center,572,472,427,145,45,0.0953
2022-02-07,MLD-05,Chelab Rural Vaccination Center,383,230,217,166,13,0.0565
2022-02-08,MLD-01,Malard Central Health Center,925,720,642,283,78,0.1083
2022-02-08,MLD-02,Sabashahr Health Center,661,461,406,255,55,0.1193
2022-02-08,MLD-03,Vahedieh Health Center,577,456,398,179,58,0.1272
2022-02-08,MLD-04,Sadeghieh-e Malard Vaccination Center,578,432,383,195,49,0.1134
2022-02-08,MLD-05,Chelab Rural Vaccination Center,443,337,294,149,43,0.1276
2022-02-09,MLD-01,Malard Central Health Center,763,580,497,266,83,0.1431
2022-02-09,MLD-02,Sabashahr Health Center,750,582,497,253,85,0.146
2022-02-09,MLD-03,Vahedieh Health Center,652,505,440,212,65,0.1287
2022-02-09,MLD-04,Sadeghieh-e Malard Vaccination Center,609,379,336,273,43,0.1135
2022-02-09,MLD-05,Chelab Rural Vaccination Center,418,312,281,137,31,0.0994
2022-02-10,MLD-01,Malard Central Health Center,849,620,509,340,111,0.179
2022-02-10,MLD-02,Sabashahr Health Center,578,502,400,178,102,0.2032
2022-02-10,MLD-03,Vahedieh Health Center,450,363,306,144,57,0.157
2022-02-10,MLD-04,Sadeghieh-e Malard Vaccination Center,494,346,285,209,61,0.1763
2022-02-10,MLD-05,Chelab Rural Vaccination Center,362,289,228,134,61,0.2111
2022-02-11,MLD-01,Malard Central Health Center,276,205,186,90,19,0.0927
2022-02-11,MLD-02,Sabashahr Health Center,265,205,171,94,34,0.1659
2022-02-11,MLD-03,Vahedieh Health Center,203,144,127,76,17,0.1181
2022-02-11,MLD-04,Sadeghieh-e Malard Vaccination Center,227,145,134,93,11,0.0759
2022-02-11,MLD-05,Chelab Rural Vaccination Center,150,119,109,41,10,0.084
2022-02-12,MLD-01,Malard Central Health Center,766,541,492,274,49,0.0906
2022-02-12,MLD-02,Sabashahr Health Center,720,406,389,331,17,0.0419
2022-02-12,MLD-03,Vahedieh Health Center,676,512,448,228,64,0.125
2022-02-12,MLD-04,Sadeghieh-e Malard Vaccination Center,626,496,431,195,65,0.131
2022-02-12,MLD-05,Chelab Rural Vaccination Center,480,316,304,176,12,0.038
2022-02-13,MLD-01,Malard Central Health Center,735,591,531,204,60,0.1015
2022-02-13,MLD-02,Sabashahr Health Center,803,595,502,301,93,0.1563
2022-02-13,MLD-03,Vahedieh Health Center,613,420,391,222,29,0.069
2022-02-13,MLD-04,Sadeghieh-e Malard Vaccination Center,656,515,450,206,65,0.1262
2022-02-13,MLD-05,Chelab Rural Vaccination Center,438,334,288,150,46,0.1377
2022-02-14,MLD-01,Malard Central Health Center,812,572,534,278,38,0.0664
2022-02-14,MLD-02,Sabashahr Health Center,904,716,626,278,90,0.1257
2022-02-14,MLD-03,Vahedieh Health Center,590,436,412,178,24,0.055
2022-02-14,MLD-04,Sadeghieh-e Malard Vaccination Center,540,378,348,192,30,0.0794
2022-02-14,MLD-05,Chelab Rural Vaccination Center,400,320,272,128,48,0.15
2022-02-15,MLD-01,Malard Central Health Center,896,604,567,329,37,0.0613
2022-02-15,MLD-02,Sabashahr Health Center,743,463,406,337,57,0.1231
